date,day_of_week,week_of_year,store,item,sales,total_sales_amount
2021-07-01,THU,26,nagoya,sports_drink,93,12090
2021-07-01,THU,26,osaka,apple_juice,76,9120
2021-07-01,THU,26,osaka,beer,53,10600
2021-07-01,THU,26,osaka,coffee,155,31000
2021-07-01,THU,26,osaka,fruit_juice,35,5250
2021-07-01,THU,26,osaka,milk,155,20150
2021-07-01,THU,26,osaka,mineral_water,187,18700
2021-07-01,THU,26,osaka,orange_juice,64,7680
2021-07-01,THU,26,osaka,soy_milk,109,13080
2021-07-01,THU,26,osaka,sparkling_water,33,3960
2021-07-01,THU,26,osaka,sports_drink,97,12610
2021-07-01,THU,26,sendai,apple_juice,60,7200
2021-07-01,THU,26,sendai,beer,48,9600
2021-07-01,THU,26,sendai,coffee,101,20200
2021-07-01,THU,26,sendai,fruit_juice,34,5100
2021-07-01,THU,26,sendai,milk,122,15860
2021-07-01,THU,26,sendai,mineral_water,112,11200
2021-07-01,THU,26,sendai,orange_juice,46,5520
2021-07-01,THU,26,sendai,soy_milk,60,7200
2021-07-01,THU,26,sendai,sparkling_water,21,2520
2021-07-01,THU,26,sendai,sports_drink,53,6890
2021-07-01,THU,26,shinjuku,apple_juice,104,12480
2021-07-01,THU,26,shinjuku,beer,68,13600
2021-07-01,THU,26,shinjuku,coffee,168,33600
2021-07-01,THU,26,shinjuku,fruit_juice,44,6600
2021-07-01,THU,26,shinjuku,milk,186,24180
2021-07-01,THU,26,shinjuku,mineral_water,207,20700
2021-07-01,THU,26,shinjuku,orange_juice,74,8880
2021-07-01,THU,26,shinjuku,soy_milk,85,10200
2021-07-01,THU,26,shinjuku,sparkling_water,41,4920
2021-07-01,THU,26,shinjuku,sports_drink,123,15990
2021-07-01,THU,26,ueno,apple_juice,86,10320
2021-07-01,THU,26,ueno,beer,52,10400
2021-07-01,THU,26,ueno,coffee,151,30200
2021-07-01,THU,26,ueno,fruit_juice,38,5700
2021-07-01,THU,26,ueno,milk,166,21580
2021-07-01,THU,26,ueno,mineral_water,158,15800
2021-07-01,THU,26,ueno,orange_juice,67,8040
2021-07-01,THU,26,ueno,soy_milk,82,9840
2021-07-01,THU,26,ueno,sparkling_water,42,5040
2021-07-01,THU,26,ueno,sports_drink,122,15860
2021-07-01,THU,26,yokohama,apple_juice,78,9360
2021-07-01,THU,26,yokohama,beer,46,9200
2021-07-01,THU,26,yokohama,coffee,153,30600
2021-07-01,THU,26,yokohama,fruit_juice,37,5550
2021-07-01,THU,26,yokohama,milk,153,19890
2021-07-01,THU,26,yokohama,mineral_water,151,15100
2021-07-01,THU,26,yokohama,orange_juice,64,7680
2021-07-01,THU,26,yokohama,soy_milk,72,8640
2021-07-01,THU,26,yokohama,sparkling_water,45,5400
2021-07-01,THU,26,yokohama,sports_drink,78,10140
2021-07-02,FRI,26,chiba,apple_juice,52,6240
2021-07-02,FRI,26,chiba,beer,51,10200
2021-07-02,FRI,26,chiba,coffee,112,22400
2021-07-02,FRI,26,chiba,fruit_juice,19,2850
2021-07-02,FRI,26,chiba,milk,125,16250
2021-07-02,FRI,26,chiba,mineral_water,132,13200
2021-07-02,FRI,26,chiba,orange_juice,45,5400
2021-07-02,FRI,26,chiba,soy_milk,64,7680
2021-07-02,FRI,26,chiba,sparkling_water,22,2640
2021-07-02,FRI,26,chiba,sports_drink,70,9100
2021-07-02,FRI,26,ginza,apple_juice,104,12480
2021-07-02,FRI,26,ginza,beer,63,12600
2021-07-02,FRI,26,ginza,coffee,169,33800
2021-07-02,FRI,26,ginza,fruit_juice,51,7650
2021-07-02,FRI,26,ginza,milk,200,26000
2021-07-02,FRI,26,ginza,mineral_water,218,21800
2021-07-02,FRI,26,ginza,orange_juice,72,8640
2021-07-02,FRI,26,ginza,soy_milk,73,8760
2021-07-02,FRI,26,ginza,sparkling_water,43,5160
2021-07-02,FRI,26,ginza,sports_drink,124,16120
2021-07-02,FRI,26,kobe,apple_juice,67,8040
2021-07-02,FRI,26,kobe,beer,46,9200
2021-07-02,FRI,26,kobe,coffee,117,23400
2021-07-02,FRI,26,kobe,fruit_juice,36,5400
2021-07-02,FRI,26,kobe,milk,122,15860
2021-07-02,FRI,26,kobe,mineral_water,126,12600
2021-07-02,FRI,26,kobe,orange_juice,45,5400
2021-07-02,FRI,26,kobe,soy_milk,67,8040
2021-07-02,FRI,26,kobe,sparkling_water,25,3000
2021-07-02,FRI,26,kobe,sports_drink,70,9100
2021-07-02,FRI,26,morioka,apple_juice,45,5400
2021-07-02,FRI,26,morioka,beer,25,5000
2021-07-02,FRI,26,morioka,coffee,76,15200
2021-07-02,FRI,26,morioka,fruit_juice,14,2100
2021-07-02,FRI,26,morioka,milk,69,8970
2021-07-02,FRI,26,morioka,mineral_water,84,8400
2021-07-02,FRI,26,morioka,orange_juice,45,5400
2021-07-02,FRI,26,morioka,soy_milk,45,5400
2021-07-02,FRI,26,morioka,sparkling_water,21,2520
2021-07-02,FRI,26,morioka,sports_drink,49,6370
2021-07-02,FRI,26,nagoya,apple_juice,78,9360
2021-07-02,FRI,26,nagoya,beer,46,9200
2021-07-02,FRI,26,nagoya,coffee,137,27400
2021-07-02,FRI,26,nagoya,fruit_juice,38,5700
2021-07-02,FRI,26,nagoya,milk,154,20020
2021-07-02,FRI,26,nagoya,mineral_water,166,16600
2021-07-02,FRI,26,nagoya,orange_juice,58,6960
2021-07-02,FRI,26,nagoya,soy_milk,51,6120
2021-07-02,FRI,26,nagoya,sparkling_water,35,4200
2021-07-02,FRI,26,nagoya,sports_drink,86,11180
2021-07-02,FRI,26,osaka,apple_juice,98,11760
2021-07-02,FRI,26,osaka,beer,60,12000
2021-07-02,FRI,26,osaka,coffee,173,34600
2021-07-02,FRI,26,osaka,fruit_juice,40,6000
2021-07-02,FRI,26,osaka,milk,161,20930
2021-07-02,FRI,26,osaka,mineral_water,180,18000
2021-07-02,FRI,26,osaka,orange_juice,79,9480
2021-07-02,FRI,26,osaka,soy_milk,103,12360
2021-07-02,FRI,26,osaka,sparkling_water,50,6000
2021-07-02,FRI,26,osaka,sports_drink,113,14690
2021-07-02,FRI,26,sendai,apple_juice,63,7560
2021-07-02,FRI,26,sendai,beer,38,7600
2021-07-02,FRI,26,sendai,coffee,121,24200
2021-07-02,FRI,26,sendai,fruit_juice,29,4350
2021-07-02,FRI,26,sendai,milk,113,14690
2021-07-02,FRI,26,sendai,mineral_water,111,11100
2021-07-02,FRI,26,sendai,orange_juice,46,5520
2021-07-02,FRI,26,sendai,soy_milk,72,8640
2021-07-02,FRI,26,sendai,sparkling_water,29,3480
2021-07-02,FRI,26,sendai,sports_drink,78,10140
2021-07-02,FRI,26,shinjuku,apple_juice,103,12360
2021-07-02,FRI,26,shinjuku,beer,57,11400
2021-07-02,FRI,26,shinjuku,coffee,172,34400
2021-07-02,FRI,26,shinjuku,fruit_juice,48,7200
2021-07-02,FRI,26,shinjuku,milk,231,30030
2021-07-02,FRI,26,shinjuku,mineral_water,208,20800
2021-07-02,FRI,26,shinjuku,orange_juice,72,8640
2021-07-02,FRI,26,shinjuku,soy_milk,100,12000
2021-07-02,FRI,26,shinjuku,sparkling_water,51,6120
2021-07-02,FRI,26,shinjuku,sports_drink,132,17160
2021-07-02,FRI,26,ueno,apple_juice,92,11040
2021-07-02,FRI,26,ueno,beer,59,11800
2021-07-02,FRI,26,ueno,coffee,155,31000
2021-07-02,FRI,26,ueno,fruit_juice,40,6000
2021-07-02,FRI,26,ueno,milk,158,20540
2021-07-02,FRI,26,ueno,mineral_water,190,19000
2021-07-02,FRI,26,ueno,orange_juice,60,7200
2021-07-02,FRI,26,ueno,soy_milk,87,10440
2021-07-02,FRI,26,ueno,sparkling_water,42,5040
2021-07-02,FRI,26,ueno,sports_drink,82,10660
2021-07-02,FRI,26,yokohama,apple_juice,78,9360
2021-07-02,FRI,26,yokohama,beer,69,13800
2021-07-02,FRI,26,yokohama,coffee,170,34000
2021-07-02,FRI,26,yokohama,fruit_juice,40,6000
2021-07-02,FRI,26,yokohama,milk,147,19110
2021-07-02,FRI,26,yokohama,mineral_water,184,18400
2021-07-02,FRI,26,yokohama,orange_juice,77,9240
2021-07-02,FRI,26,yokohama,soy_milk,94,11280
2021-07-02,FRI,26,yokohama,sparkling_water,50,6000
2021-07-02,FRI,26,yokohama,sports_drink,95,12350
2021-07-03,SAT,26,chiba,apple_juice,39,4680
2021-07-03,SAT,26,chiba,beer,33,6600
2021-07-03,SAT,26,chiba,coffee,67,13400
2021-07-03,SAT,26,chiba,fruit_juice,21,3150
2021-07-03,SAT,26,chiba,milk,85,11050
2021-07-03,SAT,26,chiba,mineral_water,62,6200
2021-07-03,SAT,26,chiba,orange_juice,30,3600
2021-07-03,SAT,26,chiba,soy_milk,58,6960
2021-07-03,SAT,26,chiba,sparkling_water,20,2400
2021-07-03,SAT,26,chiba,sports_drink,66,8580
2021-07-03,SAT,26,ginza,apple_juice,69,8280
2021-07-03,SAT,26,ginza,beer,57,11400
2021-07-03,SAT,26,ginza,coffee,80,16000
2021-07-03,SAT,26,ginza,fruit_juice,20,3000
2021-07-03,SAT,26,ginza,milk,117,15210
2021-07-03,SAT,26,ginza,mineral_water,108,10800
2021-07-03,SAT,26,ginza,orange_juice,50,6000
2021-07-03,SAT,26,ginza,soy_milk,99,11880
2021-07-03,SAT,26,ginza,sparkling_water,32,3840
2021-07-03,SAT,26,ginza,sports_drink,69,8970
2021-07-03,SAT,26,kobe,apple_juice,41,4920
2021-07-03,SAT,26,kobe,beer,36,7200
2021-07-03,SAT,26,kobe,coffee,48,9600
2021-07-03,SAT,26,kobe,fruit_juice,16,2400
2021-07-03,SAT,26,kobe,milk,92,11960
2021-07-03,SAT,26,kobe,mineral_water,62,6200
2021-07-03,SAT,26,kobe,orange_juice,40,4800
2021-07-03,SAT,26,kobe,soy_milk,46,5520
2021-07-03,SAT,26,kobe,sparkling_water,20,2400
2021-07-03,SAT,26,kobe,sports_drink,65,8450
2021-07-03,SAT,26,morioka,apple_juice,27,3240
2021-07-03,SAT,26,morioka,beer,27,5400
2021-07-03,SAT,26,morioka,coffee,44,8800
2021-07-03,SAT,26,morioka,fruit_juice,17,2550
2021-07-03,SAT,26,morioka,milk,48,6240
2021-07-03,SAT,26,morioka,mineral_water,43,4300
2021-07-03,SAT,26,morioka,orange_juice,23,2760
2021-07-03,SAT,26,morioka,soy_milk,31,3720
2021-07-03,SAT,26,morioka,sparkling_water,16,1920
2021-07-03,SAT,26,morioka,sports_drink,37,4810
2021-07-03,SAT,26,nagoya,apple_juice,41,4920
2021-07-03,SAT,26,nagoya,beer,28,5600
2021-07-03,SAT,26,nagoya,coffee,69,13800
2021-07-03,SAT,26,nagoya,fruit_juice,18,2700
2021-07-03,SAT,26,nagoya,milk,84,10920
2021-07-03,SAT,26,nagoya,mineral_water,68,6800
2021-07-03,SAT,26,nagoya,orange_juice,36,4320
2021-07-03,SAT,26,nagoya,soy_milk,51,6120
2021-07-03,SAT,26,nagoya,sparkling_water,19,2280
2021-07-03,SAT,26,nagoya,sports_drink,81,10530
2021-07-03,SAT,26,osaka,apple_juice,64,7680
2021-07-03,SAT,26,osaka,beer,60,12000
2021-07-03,SAT,26,osaka,coffee,95,19000
2021-07-03,SAT,26,osaka,fruit_juice,32,4800
2021-07-03,SAT,26,osaka,milk,99,12870
2021-07-03,SAT,26,osaka,mineral_water,112,11200
2021-07-03,SAT,26,osaka,orange_juice,59,7080
2021-07-03,SAT,26,osaka,soy_milk,91,10920
2021-07-03,SAT,26,osaka,sparkling_water,40,4800
2021-07-03,SAT,26,osaka,sports_drink,86,11180
2021-07-03,SAT,26,sendai,apple_juice,44,5280
2021-07-03,SAT,26,sendai,beer,23,4600
2021-07-03,SAT,26,sendai,coffee,44,8800
2021-07-03,SAT,26,sendai,fruit_juice,22,3300
2021-07-03,SAT,26,sendai,milk,67,8710
2021-07-03,SAT,26,sendai,mineral_water,57,5700
2021-07-03,SAT,26,sendai,orange_juice,41,4920
2021-07-03,SAT,26,sendai,soy_milk,42,5040
2021-07-03,SAT,26,sendai,sparkling_water,19,2280
2021-07-03,SAT,26,sendai,sports_drink,48,6240
2021-07-03,SAT,26,shinjuku,apple_juice,66,7920
2021-07-03,SAT,26,shinjuku,beer,46,9200
2021-07-03,SAT,26,shinjuku,coffee,103,20600
2021-07-03,SAT,26,shinjuku,fruit_juice,42,6300
2021-07-03,SAT,26,shinjuku,milk,136,17680
2021-07-03,SAT,26,shinjuku,mineral_water,93,9300
2021-07-03,SAT,26,shinjuku,orange_juice,62,7440
2021-07-03,SAT,26,shinjuku,soy_milk,91,10920
2021-07-03,SAT,26,shinjuku,sparkling_water,36,4320
2021-07-03,SAT,26,shinjuku,sports_drink,85,11050
2021-07-03,SAT,26,ueno,apple_juice,48,5760
2021-07-03,SAT,26,ueno,beer,31,6200
2021-07-03,SAT,26,ueno,coffee,80,16000
2021-07-03,SAT,26,ueno,fruit_juice,34,5100
2021-07-03,SAT,26,ueno,milk,111,14430
2021-07-03,SAT,26,ueno,mineral_water,104,10400
2021-07-03,SAT,26,ueno,orange_juice,40,4800
2021-07-03,SAT,26,ueno,soy_milk,67,8040
2021-07-03,SAT,26,ueno,sparkling_water,27,3240
2021-07-03,SAT,26,ueno,sports_drink,86,11180
2021-07-03,SAT,26,yokohama,apple_juice,44,5280
2021-07-03,SAT,26,yokohama,beer,54,10800
2021-07-03,SAT,26,yokohama,coffee,73,14600
2021-07-03,SAT,26,yokohama,fruit_juice,23,3450
2021-07-03,SAT,26,yokohama,milk,102,13260
2021-07-03,SAT,26,yokohama,mineral_water,100,10000
2021-07-03,SAT,26,yokohama,orange_juice,38,4560
2021-07-03,SAT,26,yokohama,soy_milk,45,5400
2021-07-03,SAT,26,yokohama,sparkling_water,36,4320
2021-07-03,SAT,26,yokohama,sports_drink,69,8970
2021-07-04,SUN,26,chiba,apple_juice,46,5520
2021-07-04,SUN,26,chiba,beer,24,4800
2021-07-04,SUN,26,chiba,coffee,64,12800
2021-07-04,SUN,26,chiba,fruit_juice,29,4350
2021-07-04,SUN,26,chiba,milk,103,13390
2021-07-04,SUN,26,chiba,mineral_water,82,8200
2021-07-04,SUN,26,chiba,orange_juice,44,5280
2021-07-04,SUN,26,chiba,soy_milk,45,5400
2021-07-04,SUN,26,chiba,sparkling_water,33,3960
2021-07-04,SUN,26,chiba,sports_drink,64,8320
2021-07-04,SUN,26,ginza,apple_juice,80,9600
2021-07-04,SUN,26,ginza,beer,57,11400
2021-07-04,SUN,26,ginza,coffee,117,23400
2021-07-04,SUN,26,ginza,fruit_juice,50,7500
2021-07-04,SUN,26,ginza,milk,122,15860
2021-07-04,SUN,26,ginza,mineral_water,134,13400
2021-07-04,SUN,26,ginza,orange_juice,66,7920
2021-07-04,SUN,26,ginza,soy_milk,73,8760
2021-07-04,SUN,26,ginza,sparkling_water,39,4680
2021-07-04,SUN,26,ginza,sports_drink,110,14300
2021-07-04,SUN,26,kobe,apple_juice,52,6240
2021-07-04,SUN,26,kobe,beer,37,7400
2021-07-04,SUN,26,kobe,coffee,73,14600
2021-07-04,SUN,26,kobe,fruit_juice,24,3600
2021-07-04,SUN,26,kobe,milk,84,10920
2021-07-04,SUN,26,kobe,mineral_water,84,8400
2021-07-04,SUN,26,kobe,orange_juice,37,4440
2021-07-04,SUN,26,kobe,soy_milk,54,6480
2021-07-04,SUN,26,kobe,sparkling_water,25,3000
2021-07-04,SUN,26,kobe,sports_drink,81,10530
2021-07-04,SUN,26,morioka,apple_juice,38,4560
2021-07-04,SUN,26,morioka,beer,13,2600
2021-07-04,SUN,26,morioka,coffee,59,11800
2021-07-04,SUN,26,morioka,fruit_juice,15,2250
2021-07-04,SUN,26,morioka,milk,51,6630
2021-07-04,SUN,26,morioka,mineral_water,55,5500
2021-07-04,SUN,26,morioka,orange_juice,21,2520
2021-07-04,SUN,26,morioka,soy_milk,49,5880
2021-07-04,SUN,26,morioka,sparkling_water,17,2040
2021-07-04,SUN,26,morioka,sports_drink,50,6500
2021-07-04,SUN,26,nagoya,apple_juice,52,6240
2021-07-04,SUN,26,nagoya,beer,48,9600
2021-07-04,SUN,26,nagoya,coffee,86,17200
2021-07-04,SUN,26,nagoya,fruit_juice,23,3450
2021-07-04,SUN,26,nagoya,milk,107,13910
2021-07-04,SUN,26,nagoya,mineral_water,96,9600
2021-07-04,SUN,26,nagoya,orange_juice,47,5640
2021-07-04,SUN,26,nagoya,soy_milk,64,7680
2021-07-04,SUN,26,nagoya,sparkling_water,37,4440
2021-07-04,SUN,26,nagoya,sports_drink,59,7670
2021-07-04,SUN,26,osaka,apple_juice,67,8040
2021-07-04,SUN,26,osaka,beer,40,8000
2021-07-04,SUN,26,osaka,coffee,92,18400
2021-07-04,SUN,26,osaka,fruit_juice,44,6600
2021-07-04,SUN,26,osaka,milk,143,18590
2021-07-04,SUN,26,osaka,mineral_water,112,11200
2021-07-04,SUN,26,osaka,orange_juice,65,7800
2021-07-04,SUN,26,osaka,soy_milk,90,10800
2021-07-04,SUN,26,osaka,sparkling_water,41,4920
2021-07-04,SUN,26,osaka,sports_drink,90,11700
2021-07-04,SUN,26,sendai,apple_juice,59,7080
2021-07-04,SUN,26,sendai,beer,34,6800
2021-07-04,SUN,26,sendai,coffee,72,14400
2021-07-04,SUN,26,sendai,fruit_juice,27,4050
2021-07-04,SUN,26,sendai,milk,81,10530
2021-07-04,SUN,26,sendai,mineral_water,72,7200
2021-07-04,SUN,26,sendai,orange_juice,38,4560
2021-07-04,SUN,26,sendai,soy_milk,36,4320
2021-07-04,SUN,26,sendai,sparkling_water,36,4320
2021-07-04,SUN,26,sendai,sports_drink,78,10140
2021-07-04,SUN,26,shinjuku,apple_juice,84,10080
2021-07-04,SUN,26,shinjuku,beer,51,10200
2021-07-04,SUN,26,shinjuku,coffee,125,25000
2021-07-04,SUN,26,shinjuku,fruit_juice,29,4350
2021-07-04,SUN,26,shinjuku,milk,145,18850
2021-07-04,SUN,26,shinjuku,mineral_water,134,13400
2021-07-04,SUN,26,shinjuku,orange_juice,63,7560
2021-07-04,SUN,26,shinjuku,soy_milk,82,9840
2021-07-04,SUN,26,shinjuku,sparkling_water,39,4680
2021-07-04,SUN,26,shinjuku,sports_drink,102,13260
2021-07-04,SUN,26,ueno,apple_juice,67,8040
2021-07-04,SUN,26,ueno,beer,41,8200
2021-07-04,SUN,26,ueno,coffee,99,19800
2021-07-04,SUN,26,ueno,fruit_juice,36,5400
2021-07-04,SUN,26,ueno,milk,120,15600
2021-07-04,SUN,26,ueno,mineral_water,110,11000
2021-07-04,SUN,26,ueno,orange_juice,65,7800
2021-07-04,SUN,26,ueno,soy_milk,58,6960
2021-07-04,SUN,26,ueno,sparkling_water,35,4200
2021-07-04,SUN,26,ueno,sports_drink,95,12350
2021-07-04,SUN,26,yokohama,apple_juice,52,6240
2021-07-04,SUN,26,yokohama,beer,36,7200
2021-07-04,SUN,26,yokohama,coffee,91,18200
2021-07-04,SUN,26,yokohama,fruit_juice,30,4500
2021-07-04,SUN,26,yokohama,milk,113,14690
2021-07-04,SUN,26,yokohama,mineral_water,103,10300
2021-07-04,SUN,26,yokohama,orange_juice,55,6600
2021-07-04,SUN,26,yokohama,soy_milk,63,7560
2021-07-04,SUN,26,yokohama,sparkling_water,33,3960
2021-07-04,SUN,26,yokohama,sports_drink,93,12090
2021-07-05,MON,27,chiba,apple_juice,49,5880
2021-07-05,MON,27,chiba,beer,28,5600
2021-07-05,MON,27,chiba,coffee,79,15800
2021-07-05,MON,27,chiba,fruit_juice,24,3600
2021-07-05,MON,27,chiba,milk,94,12220
2021-07-05,MON,27,chiba,mineral_water,94,9400
2021-07-05,MON,27,chiba,orange_juice,30,3600
2021-07-05,MON,27,chiba,soy_milk,37,4440
2021-07-05,MON,27,chiba,sparkling_water,16,1920
2021-07-05,MON,27,chiba,sports_drink,50,6500
2021-07-05,MON,27,ginza,apple_juice,86,10320
2021-07-05,MON,27,ginza,beer,50,10000
2021-07-05,MON,27,ginza,coffee,123,24600
2021-07-05,MON,27,ginza,fruit_juice,26,3900
2021-07-05,MON,27,ginza,milk,193,25090
2021-07-05,MON,27,ginza,mineral_water,144,14400
2021-07-05,MON,27,ginza,orange_juice,67,8040
2021-07-05,MON,27,ginza,soy_milk,78,9360
2021-07-05,MON,27,ginza,sparkling_water,31,3720
2021-07-05,MON,27,ginza,sports_drink,104,13520
2021-07-05,MON,27,kobe,apple_juice,56,6720
2021-07-05,MON,27,kobe,beer,34,6800
2021-07-05,MON,27,kobe,coffee,95,19000
2021-07-05,MON,27,kobe,fruit_juice,29,4350
2021-07-05,MON,27,kobe,milk,87,11310
2021-07-05,MON,27,kobe,mineral_water,110,11000
2021-07-05,MON,27,kobe,orange_juice,35,4200
2021-07-05,MON,27,kobe,soy_milk,63,7560
2021-07-05,MON,27,kobe,sparkling_water,24,2880
2021-07-05,MON,27,kobe,sports_drink,53,6890
2021-07-05,MON,27,morioka,apple_juice,28,3360
2021-07-05,MON,27,morioka,beer,22,4400
2021-07-05,MON,27,morioka,coffee,48,9600
2021-07-05,MON,27,morioka,fruit_juice,15,2250
2021-07-05,MON,27,morioka,milk,57,7410
2021-07-05,MON,27,morioka,mineral_water,57,5700
2021-07-05,MON,27,morioka,orange_juice,27,3240
2021-07-05,MON,27,morioka,soy_milk,27,3240
2021-07-05,MON,27,morioka,sparkling_water,15,1800
2021-07-05,MON,27,morioka,sports_drink,39,5070
2021-07-05,MON,27,nagoya,apple_juice,53,6360
2021-07-05,MON,27,nagoya,beer,40,8000
2021-07-05,MON,27,nagoya,coffee,101,20200
2021-07-05,MON,27,nagoya,fruit_juice,23,3450
2021-07-05,MON,27,nagoya,milk,97,12610
2021-07-05,MON,27,nagoya,mineral_water,123,12300
2021-07-05,MON,27,nagoya,orange_juice,41,4920
2021-07-05,MON,27,nagoya,soy_milk,72,8640
2021-07-05,MON,27,nagoya,sparkling_water,26,3120
2021-07-05,MON,27,nagoya,sports_drink,72,9360
2021-07-05,MON,27,osaka,apple_juice,76,9120
2021-07-05,MON,27,osaka,beer,41,8200
2021-07-05,MON,27,osaka,coffee,148,29600
2021-07-05,MON,27,osaka,fruit_juice,29,4350
2021-07-05,MON,27,osaka,milk,141,18330
2021-07-05,MON,27,osaka,mineral_water,151,15100
2021-07-05,MON,27,osaka,orange_juice,60,7200
2021-07-05,MON,27,osaka,soy_milk,81,9720
2021-07-05,MON,27,osaka,sparkling_water,34,4080
2021-07-05,MON,27,osaka,sports_drink,96,12480
2021-07-05,MON,27,sendai,apple_juice,47,5640
2021-07-05,MON,27,sendai,beer,18,3600
2021-07-05,MON,27,sendai,coffee,76,15200
2021-07-05,MON,27,sendai,fruit_juice,25,3750
2021-07-05,MON,27,sendai,milk,87,11310
2021-07-05,MON,27,sendai,mineral_water,90,9000
2021-07-05,MON,27,sendai,orange_juice,39,4680
2021-07-05,MON,27,sendai,soy_milk,36,4320
2021-07-05,MON,27,sendai,sparkling_water,26,3120
2021-07-05,MON,27,sendai,sports_drink,60,7800
2021-07-05,MON,27,shinjuku,apple_juice,80,9600
2021-07-05,MON,27,shinjuku,beer,51,10200
2021-07-05,MON,27,shinjuku,coffee,152,30400
2021-07-05,MON,27,shinjuku,fruit_juice,35,5250
2021-07-05,MON,27,shinjuku,milk,162,21060
2021-07-05,MON,27,shinjuku,mineral_water,176,17600
2021-07-05,MON,27,shinjuku,orange_juice,62,7440
2021-07-05,MON,27,shinjuku,soy_milk,78,9360
2021-07-05,MON,27,shinjuku,sparkling_water,55,6600
2021-07-05,MON,27,shinjuku,sports_drink,100,13000
2021-07-05,MON,27,ueno,apple_juice,75,9000
2021-07-05,MON,27,ueno,beer,43,8600
2021-07-05,MON,27,ueno,coffee,118,23600
2021-07-05,MON,27,ueno,fruit_juice,40,6000
2021-07-05,MON,27,ueno,milk,116,15080
2021-07-05,MON,27,ueno,mineral_water,124,12400
2021-07-05,MON,27,ueno,orange_juice,74,8880
2021-07-05,MON,27,ueno,soy_milk,72,8640
2021-07-05,MON,27,ueno,sparkling_water,22,2640
2021-07-05,MON,27,ueno,sports_drink,78,10140
2021-07-05,MON,27,yokohama,apple_juice,64,7680
2021-07-05,MON,27,yokohama,beer,51,10200
2021-07-05,MON,27,yokohama,coffee,138,27600
2021-07-05,MON,27,yokohama,fruit_juice,34,5100
2021-07-05,MON,27,yokohama,milk,121,15730
2021-07-05,MON,27,yokohama,mineral_water,122,12200
2021-07-05,MON,27,yokohama,orange_juice,51,6120
2021-07-05,MON,27,yokohama,soy_milk,78,9360
2021-07-05,MON,27,yokohama,sparkling_water,39,4680
2021-07-05,MON,27,yokohama,sports_drink,84,10920
2021-07-06,TUE,27,chiba,apple_juice,56,6720
2021-07-06,TUE,27,chiba,beer,30,6000
2021-07-06,TUE,27,chiba,coffee,106,21200
2021-07-06,TUE,27,chiba,fruit_juice,18,2700
2021-07-06,TUE,27,chiba,milk,118,15340
2021-07-06,TUE,27,chiba,mineral_water,100,10000
2021-07-06,TUE,27,chiba,orange_juice,35,4200
2021-07-06,TUE,27,chiba,soy_milk,49,5880
