date,day_of_week,week_of_year,store,item,sales,total_sales_amount
2020-01-02,THU,1,ginza,sparkling_water,28,3360
2020-01-02,THU,1,ginza,sports_drink,55,7150
2020-01-02,THU,1,kobe,apple_juice,36,4320
2020-01-02,THU,1,kobe,beer,18,3600
2020-01-02,THU,1,kobe,coffee,51,10200
2020-01-02,THU,1,kobe,fruit_juice,23,3450
2020-01-02,THU,1,kobe,milk,68,8840
2020-01-02,THU,1,kobe,mineral_water,80,8000
2020-01-02,THU,1,kobe,orange_juice,32,3840
2020-01-02,THU,1,kobe,soy_milk,22,2640
2020-01-02,THU,1,kobe,sparkling_water,15,1800
2020-01-02,THU,1,kobe,sports_drink,42,5460
2020-01-02,THU,1,morioka,apple_juice,36,4320
2020-01-02,THU,1,morioka,beer,18,3600
2020-01-02,THU,1,morioka,coffee,34,6800
2020-01-02,THU,1,morioka,fruit_juice,13,1950
2020-01-02,THU,1,morioka,milk,49,6370
2020-01-02,THU,1,morioka,mineral_water,49,4900
2020-01-02,THU,1,morioka,orange_juice,19,2280
2020-01-02,THU,1,morioka,soy_milk,11,1320
2020-01-02,THU,1,morioka,sparkling_water,14,1680
2020-01-02,THU,1,morioka,sports_drink,31,4030
2020-01-02,THU,1,nagoya,apple_juice,38,4560
2020-01-02,THU,1,nagoya,beer,24,4800
2020-01-02,THU,1,nagoya,coffee,45,9000
2020-01-02,THU,1,nagoya,fruit_juice,16,2400
2020-01-02,THU,1,nagoya,milk,61,7930
2020-01-02,THU,1,nagoya,mineral_water,89,8900
2020-01-02,THU,1,nagoya,orange_juice,28,3360
2020-01-02,THU,1,nagoya,soy_milk,36,4320
2020-01-02,THU,1,nagoya,sparkling_water,27,3240
2020-01-02,THU,1,nagoya,sports_drink,44,5720
2020-01-02,THU,1,osaka,apple_juice,45,5400
2020-01-02,THU,1,osaka,beer,39,7800
2020-01-02,THU,1,osaka,coffee,75,15000
2020-01-02,THU,1,osaka,fruit_juice,28,4200
2020-01-02,THU,1,osaka,milk,82,10660
2020-01-02,THU,1,osaka,mineral_water,111,11100
2020-01-02,THU,1,osaka,orange_juice,31,3720
2020-01-02,THU,1,osaka,soy_milk,50,6000
2020-01-02,THU,1,osaka,sparkling_water,23,2760
2020-01-02,THU,1,osaka,sports_drink,43,5590
2020-01-02,THU,1,sendai,apple_juice,44,5280
2020-01-02,THU,1,sendai,beer,20,4000
2020-01-02,THU,1,sendai,coffee,52,10400
2020-01-02,THU,1,sendai,fruit_juice,16,2400
2020-01-02,THU,1,sendai,milk,47,6110
2020-01-02,THU,1,sendai,mineral_water,74,7400
2020-01-02,THU,1,sendai,orange_juice,28,3360
2020-01-02,THU,1,sendai,soy_milk,32,3840
2020-01-02,THU,1,sendai,sparkling_water,24,2880
2020-01-02,THU,1,sendai,sports_drink,38,4940
2020-01-02,THU,1,shinjuku,apple_juice,46,5520
2020-01-02,THU,1,shinjuku,beer,33,6600
2020-01-02,THU,1,shinjuku,coffee,74,14800
2020-01-02,THU,1,shinjuku,fruit_juice,26,3900
2020-01-02,THU,1,shinjuku,milk,120,15600
2020-01-02,THU,1,shinjuku,mineral_water,118,11800
2020-01-02,THU,1,shinjuku,orange_juice,49,5880
2020-01-02,THU,1,shinjuku,soy_milk,44,5280
2020-01-02,THU,1,shinjuku,sparkling_water,28,3360
2020-01-02,THU,1,shinjuku,sports_drink,61,7930
2020-01-02,THU,1,ueno,apple_juice,49,5880
2020-01-02,THU,1,ueno,beer,35,7000
2020-01-02,THU,1,ueno,coffee,68,13600
2020-01-02,THU,1,ueno,fruit_juice,28,4200
2020-01-02,THU,1,ueno,milk,96,12480
2020-01-02,THU,1,ueno,mineral_water,98,9800
2020-01-02,THU,1,ueno,orange_juice,49,5880
2020-01-02,THU,1,ueno,soy_milk,44,5280
2020-01-02,THU,1,ueno,sparkling_water,18,2160
2020-01-02,THU,1,ueno,sports_drink,49,6370
2020-01-02,THU,1,yokohama,apple_juice,55,6600
2020-01-02,THU,1,yokohama,beer,26,5200
2020-01-02,THU,1,yokohama,coffee,68,13600
2020-01-02,THU,1,yokohama,fruit_juice,26,3900
2020-01-02,THU,1,yokohama,milk,76,9880
2020-01-02,THU,1,yokohama,mineral_water,88,8800
2020-01-02,THU,1,yokohama,orange_juice,45,5400
2020-01-02,THU,1,yokohama,soy_milk,25,3000
2020-01-02,THU,1,yokohama,sparkling_water,27,3240
2020-01-02,THU,1,yokohama,sports_drink,45,5850
2020-01-03,FRI,1,chiba,apple_juice,41,4920
2020-01-03,FRI,1,chiba,beer,23,4600
2020-01-03,FRI,1,chiba,coffee,37,7400
2020-01-03,FRI,1,chiba,fruit_juice,22,3300
2020-01-03,FRI,1,chiba,milk,61,7930
2020-01-03,FRI,1,chiba,mineral_water,75,7500
2020-01-03,FRI,1,chiba,orange_juice,44,5280
2020-01-03,FRI,1,chiba,soy_milk,26,3120
2020-01-03,FRI,1,chiba,sparkling_water,19,2280
2020-01-03,FRI,1,chiba,sports_drink,27,3510
2020-01-03,FRI,1,ginza,apple_juice,62,7440
2020-01-03,FRI,1,ginza,beer,33,6600
2020-01-03,FRI,1,ginza,coffee,89,17800
2020-01-03,FRI,1,ginza,fruit_juice,28,4200
2020-01-03,FRI,1,ginza,milk,87,11310
2020-01-03,FRI,1,ginza,mineral_water,136,13600
2020-01-03,FRI,1,ginza,orange_juice,48,5760
2020-01-03,FRI,1,ginza,soy_milk,40,4800
2020-01-03,FRI,1,ginza,sparkling_water,40,4800
2020-01-03,FRI,1,ginza,sports_drink,64,8320
2020-01-03,FRI,1,kobe,apple_juice,45,5400
2020-01-03,FRI,1,kobe,beer,36,7200
2020-01-03,FRI,1,kobe,coffee,63,12600
2020-01-03,FRI,1,kobe,fruit_juice,23,3450
2020-01-03,FRI,1,kobe,milk,64,8320
2020-01-03,FRI,1,kobe,mineral_water,98,9800
2020-01-03,FRI,1,kobe,orange_juice,31,3720
2020-01-03,FRI,1,kobe,soy_milk,30,3600
2020-01-03,FRI,1,kobe,sparkling_water,19,2280
2020-01-03,FRI,1,kobe,sports_drink,52,6760
2020-01-03,FRI,1,morioka,apple_juice,27,3240
2020-01-03,FRI,1,morioka,beer,9,1800
2020-01-03,FRI,1,morioka,coffee,26,5200
2020-01-03,FRI,1,morioka,fruit_juice,20,3000
2020-01-03,FRI,1,morioka,milk,44,5720
2020-01-03,FRI,1,morioka,mineral_water,75,7500
2020-01-03,FRI,1,morioka,orange_juice,29,3480
2020-01-03,FRI,1,morioka,soy_milk,9,1080
2020-01-03,FRI,1,morioka,sparkling_water,11,1320
2020-01-03,FRI,1,morioka,sports_drink,32,4160
2020-01-03,FRI,1,nagoya,apple_juice,42,5040
2020-01-03,FRI,1,nagoya,beer,32,6400
2020-01-03,FRI,1,nagoya,coffee,67,13400
2020-01-03,FRI,1,nagoya,fruit_juice,15,2250
2020-01-03,FRI,1,nagoya,milk,83,10790
2020-01-03,FRI,1,nagoya,mineral_water,122,12200
2020-01-03,FRI,1,nagoya,orange_juice,40,4800
2020-01-03,FRI,1,nagoya,soy_milk,32,3840
2020-01-03,FRI,1,nagoya,sparkling_water,22,2640
2020-01-03,FRI,1,nagoya,sports_drink,37,4810
2020-01-03,FRI,1,osaka,apple_juice,62,7440
2020-01-03,FRI,1,osaka,beer,39,7800
2020-01-03,FRI,1,osaka,coffee,67,13400
2020-01-03,FRI,1,osaka,fruit_juice,24,3600
2020-01-03,FRI,1,osaka,milk,105,13650
2020-01-03,FRI,1,osaka,mineral_water,137,13700
2020-01-03,FRI,1,osaka,orange_juice,35,4200
2020-01-03,FRI,1,osaka,soy_milk,39,4680
2020-01-03,FRI,1,osaka,sparkling_water,28,3360
2020-01-03,FRI,1,osaka,sports_drink,62,8060
2020-01-03,FRI,1,sendai,apple_juice,27,3240
2020-01-03,FRI,1,sendai,beer,26,5200
2020-01-03,FRI,1,sendai,coffee,50,10000
2020-01-03,FRI,1,sendai,fruit_juice,15,2250
2020-01-03,FRI,1,sendai,milk,75,9750
2020-01-03,FRI,1,sendai,mineral_water,75,7500
2020-01-03,FRI,1,sendai,orange_juice,20,2400
2020-01-03,FRI,1,sendai,soy_milk,30,3600
2020-01-03,FRI,1,sendai,sparkling_water,11,1320
2020-01-03,FRI,1,sendai,sports_drink,42,5460
2020-01-03,FRI,1,shinjuku,apple_juice,54,6480
2020-01-03,FRI,1,shinjuku,beer,42,8400
2020-01-03,FRI,1,shinjuku,coffee,87,17400
2020-01-03,FRI,1,shinjuku,fruit_juice,44,6600
2020-01-03,FRI,1,shinjuku,milk,119,15470
2020-01-03,FRI,1,shinjuku,mineral_water,113,11300
2020-01-03,FRI,1,shinjuku,orange_juice,45,5400
2020-01-03,FRI,1,shinjuku,soy_milk,54,6480
2020-01-03,FRI,1,shinjuku,sparkling_water,33,3960
2020-01-03,FRI,1,shinjuku,sports_drink,48,6240
2020-01-03,FRI,1,ueno,apple_juice,54,6480
2020-01-03,FRI,1,ueno,beer,41,8200
2020-01-03,FRI,1,ueno,coffee,78,15600
2020-01-03,FRI,1,ueno,fruit_juice,32,4800
2020-01-03,FRI,1,ueno,milk,98,12740
2020-01-03,FRI,1,ueno,mineral_water,128,12800
2020-01-03,FRI,1,ueno,orange_juice,45,5400
2020-01-03,FRI,1,ueno,soy_milk,36,4320
2020-01-03,FRI,1,ueno,sparkling_water,27,3240
2020-01-03,FRI,1,ueno,sports_drink,56,7280
2020-01-03,FRI,1,yokohama,apple_juice,50,6000
2020-01-03,FRI,1,yokohama,beer,32,6400
2020-01-03,FRI,1,yokohama,coffee,58,11600
2020-01-03,FRI,1,yokohama,fruit_juice,39,5850
2020-01-03,FRI,1,yokohama,milk,80,10400
2020-01-03,FRI,1,yokohama,mineral_water,91,9100
2020-01-03,FRI,1,yokohama,orange_juice,41,4920
2020-01-03,FRI,1,yokohama,soy_milk,29,3480
2020-01-03,FRI,1,yokohama,sparkling_water,26,3120
2020-01-03,FRI,1,yokohama,sports_drink,49,6370
2020-01-04,SAT,1,chiba,apple_juice,33,3960
2020-01-04,SAT,1,chiba,beer,13,2600
2020-01-04,SAT,1,chiba,coffee,26,5200
2020-01-04,SAT,1,chiba,fruit_juice,11,1650
2020-01-04,SAT,1,chiba,milk,39,5070
2020-01-04,SAT,1,chiba,mineral_water,34,3400
2020-01-04,SAT,1,chiba,orange_juice,21,2520
2020-01-04,SAT,1,chiba,soy_milk,19,2280
2020-01-04,SAT,1,chiba,sparkling_water,14,1680
2020-01-04,SAT,1,chiba,sports_drink,29,3770
2020-01-04,SAT,1,ginza,apple_juice,32,3840
2020-01-04,SAT,1,ginza,beer,20,4000
2020-01-04,SAT,1,ginza,coffee,51,10200
2020-01-04,SAT,1,ginza,fruit_juice,25,3750
2020-01-04,SAT,1,ginza,milk,68,8840
2020-01-04,SAT,1,ginza,mineral_water,48,4800
2020-01-04,SAT,1,ginza,orange_juice,40,4800
2020-01-04,SAT,1,ginza,soy_milk,39,4680
2020-01-04,SAT,1,ginza,sparkling_water,19,2280
2020-01-04,SAT,1,ginza,sports_drink,50,6500
2020-01-04,SAT,1,kobe,apple_juice,22,2640
2020-01-04,SAT,1,kobe,beer,16,3200
2020-01-04,SAT,1,kobe,coffee,38,7600
2020-01-04,SAT,1,kobe,fruit_juice,10,1500
2020-01-04,SAT,1,kobe,milk,46,5980
2020-01-04,SAT,1,kobe,mineral_water,36,3600
2020-01-04,SAT,1,kobe,orange_juice,13,1560
2020-01-04,SAT,1,kobe,soy_milk,22,2640
2020-01-04,SAT,1,kobe,sparkling_water,11,1320
2020-01-04,SAT,1,kobe,sports_drink,32,4160
2020-01-04,SAT,1,morioka,apple_juice,18,2160
2020-01-04,SAT,1,morioka,beer,9,1800
2020-01-04,SAT,1,morioka,coffee,24,4800
2020-01-04,SAT,1,morioka,fruit_juice,8,1200
2020-01-04,SAT,1,morioka,milk,35,4550
2020-01-04,SAT,1,morioka,mineral_water,31,3100
2020-01-04,SAT,1,morioka,orange_juice,14,1680
2020-01-04,SAT,1,morioka,soy_milk,11,1320
2020-01-04,SAT,1,morioka,sparkling_water,4,480
2020-01-04,SAT,1,morioka,sports_drink,24,3120
2020-01-04,SAT,1,nagoya,apple_juice,19,2280
2020-01-04,SAT,1,nagoya,beer,17,3400
2020-01-04,SAT,1,nagoya,coffee,33,6600
2020-01-04,SAT,1,nagoya,fruit_juice,12,1800
2020-01-04,SAT,1,nagoya,milk,49,6370
2020-01-04,SAT,1,nagoya,mineral_water,38,3800
2020-01-04,SAT,1,nagoya,orange_juice,23,2760
2020-01-04,SAT,1,nagoya,soy_milk,21,2520
2020-01-04,SAT,1,nagoya,sparkling_water,24,2880
2020-01-04,SAT,1,nagoya,sports_drink,21,2730
2020-01-04,SAT,1,osaka,apple_juice,21,2520
2020-01-04,SAT,1,osaka,beer,19,3800
2020-01-04,SAT,1,osaka,coffee,54,10800
2020-01-04,SAT,1,osaka,fruit_juice,14,2100
2020-01-04,SAT,1,osaka,milk,62,8060
2020-01-04,SAT,1,osaka,mineral_water,67,6700
2020-01-04,SAT,1,osaka,orange_juice,28,3360
2020-01-04,SAT,1,osaka,soy_milk,35,4200
2020-01-04,SAT,1,osaka,sparkling_water,18,2160
2020-01-04,SAT,1,osaka,sports_drink,52,6760
2020-01-04,SAT,1,sendai,apple_juice,25,3000
2020-01-04,SAT,1,sendai,beer,10,2000
2020-01-04,SAT,1,sendai,coffee,40,8000
2020-01-04,SAT,1,sendai,fruit_juice,6,900
2020-01-04,SAT,1,sendai,milk,37,4810
2020-01-04,SAT,1,sendai,mineral_water,32,3200
2020-01-04,SAT,1,sendai,orange_juice,22,2640
2020-01-04,SAT,1,sendai,soy_milk,12,1440
2020-01-04,SAT,1,sendai,sparkling_water,8,960
2020-01-04,SAT,1,sendai,sports_drink,25,3250
2020-01-04,SAT,1,shinjuku,apple_juice,39,4680
2020-01-04,SAT,1,shinjuku,beer,19,3800
2020-01-04,SAT,1,shinjuku,coffee,42,8400
2020-01-04,SAT,1,shinjuku,fruit_juice,17,2550
2020-01-04,SAT,1,shinjuku,milk,58,7540
2020-01-04,SAT,1,shinjuku,mineral_water,60,6000
2020-01-04,SAT,1,shinjuku,orange_juice,23,2760
2020-01-04,SAT,1,shinjuku,soy_milk,36,4320
2020-01-04,SAT,1,shinjuku,sparkling_water,26,3120
2020-01-04,SAT,1,shinjuku,sports_drink,31,4030
2020-01-04,SAT,1,ueno,apple_juice,30,3600
2020-01-04,SAT,1,ueno,beer,21,4200
2020-01-04,SAT,1,ueno,coffee,49,9800
2020-01-04,SAT,1,ueno,fruit_juice,23,3450
2020-01-04,SAT,1,ueno,milk,58,7540
2020-01-04,SAT,1,ueno,mineral_water,52,5200
2020-01-04,SAT,1,ueno,orange_juice,21,2520
2020-01-04,SAT,1,ueno,soy_milk,32,3840
2020-01-04,SAT,1,ueno,sparkling_water,23,2760
2020-01-04,SAT,1,ueno,sports_drink,56,7280
2020-01-04,SAT,1,yokohama,apple_juice,23,2760
2020-01-04,SAT,1,yokohama,beer,18,3600
2020-01-04,SAT,1,yokohama,coffee,39,7800
2020-01-04,SAT,1,yokohama,fruit_juice,14,2100
2020-01-04,SAT,1,yokohama,milk,51,6630
2020-01-04,SAT,1,yokohama,mineral_water,41,4100
2020-01-04,SAT,1,yokohama,orange_juice,24,2880
2020-01-04,SAT,1,yokohama,soy_milk,12,1440
2020-01-04,SAT,1,yokohama,sparkling_water,11,1320
2020-01-04,SAT,1,yokohama,sports_drink,46,5980
2020-01-05,SUN,1,chiba,apple_juice,33,3960
2020-01-05,SUN,1,chiba,beer,18,3600
2020-01-05,SUN,1,chiba,coffee,35,7000
2020-01-05,SUN,1,chiba,fruit_juice,12,1800
2020-01-05,SUN,1,chiba,milk,47,6110
2020-01-05,SUN,1,chiba,mineral_water,34,3400
2020-01-05,SUN,1,chiba,orange_juice,22,2640
2020-01-05,SUN,1,chiba,soy_milk,22,2640
2020-01-05,SUN,1,chiba,sparkling_water,10,1200
2020-01-05,SUN,1,chiba,sports_drink,35,4550
2020-01-05,SUN,1,ginza,apple_juice,38,4560
2020-01-05,SUN,1,ginza,beer,28,5600
2020-01-05,SUN,1,ginza,coffee,61,12200
2020-01-05,SUN,1,ginza,fruit_juice,20,3000
2020-01-05,SUN,1,ginza,milk,61,7930
2020-01-05,SUN,1,ginza,mineral_water,69,6900
2020-01-05,SUN,1,ginza,orange_juice,31,3720
2020-01-05,SUN,1,ginza,soy_milk,42,5040
2020-01-05,SUN,1,ginza,sparkling_water,17,2040
2020-01-05,SUN,1,ginza,sports_drink,82,10660
2020-01-05,SUN,1,kobe,apple_juice,28,3360
2020-01-05,SUN,1,kobe,beer,18,3600
2020-01-05,SUN,1,kobe,coffee,36,7200
2020-01-05,SUN,1,kobe,fruit_juice,14,2100
2020-01-05,SUN,1,kobe,milk,49,6370
2020-01-05,SUN,1,kobe,mineral_water,53,5300
2020-01-05,SUN,1,kobe,orange_juice,21,2520
2020-01-05,SUN,1,kobe,soy_milk,32,3840
2020-01-05,SUN,1,kobe,sparkling_water,9,1080
2020-01-05,SUN,1,kobe,sports_drink,42,5460
2020-01-05,SUN,1,morioka,apple_juice,12,1440
2020-01-05,SUN,1,morioka,beer,17,3400
2020-01-05,SUN,1,morioka,coffee,28,5600
2020-01-05,SUN,1,morioka,fruit_juice,7,1050
2020-01-05,SUN,1,morioka,milk,20,2600
2020-01-05,SUN,1,morioka,mineral_water,26,2600
2020-01-05,SUN,1,morioka,orange_juice,20,2400
2020-01-05,SUN,1,morioka,soy_milk,11,1320
2020-01-05,SUN,1,morioka,sparkling_water,6,720
2020-01-05,SUN,1,morioka,sports_drink,25,3250
2020-01-05,SUN,1,nagoya,apple_juice,30,3600
2020-01-05,SUN,1,nagoya,beer,21,4200
2020-01-05,SUN,1,nagoya,coffee,39,7800
2020-01-05,SUN,1,nagoya,fruit_juice,12,1800
2020-01-05,SUN,1,nagoya,milk,46,5980
2020-01-05,SUN,1,nagoya,mineral_water,60,6000
2020-01-05,SUN,1,nagoya,orange_juice,18,2160
2020-01-05,SUN,1,nagoya,soy_milk,19,2280
2020-01-05,SUN,1,nagoya,sparkling_water,17,2040
2020-01-05,SUN,1,nagoya,sports_drink,48,6240
2020-01-05,SUN,1,osaka,apple_juice,39,4680
2020-01-05,SUN,1,osaka,beer,25,5000
2020-01-05,SUN,1,osaka,coffee,52,10400
2020-01-05,SUN,1,osaka,fruit_juice,13,1950
2020-01-05,SUN,1,osaka,milk,62,8060
2020-01-05,SUN,1,osaka,mineral_water,59,5900
2020-01-05,SUN,1,osaka,orange_juice,26,3120
2020-01-05,SUN,1,osaka,soy_milk,30,3600
2020-01-05,SUN,1,osaka,sparkling_water,25,3000
2020-01-05,SUN,1,osaka,sports_drink,42,5460
2020-01-05,SUN,1,sendai,apple_juice,24,2880
2020-01-05,SUN,1,sendai,beer,18,3600
2020-01-05,SUN,1,sendai,coffee,27,5400
2020-01-05,SUN,1,sendai,fruit_juice,12,1800
2020-01-05,SUN,1,sendai,milk,43,5590
2020-01-05,SUN,1,sendai,mineral_water,31,3100
2020-01-05,SUN,1,sendai,orange_juice,26,3120
2020-01-05,SUN,1,sendai,soy_milk,36,4320
2020-01-05,SUN,1,sendai,sparkling_water,10,1200
2020-01-05,SUN,1,sendai,sports_drink,34,4420
2020-01-05,SUN,1,shinjuku,apple_juice,52,6240
2020-01-05,SUN,1,shinjuku,beer,28,5600
2020-01-05,SUN,1,shinjuku,coffee,56,11200
2020-01-05,SUN,1,shinjuku,fruit_juice,22,3300
2020-01-05,SUN,1,shinjuku,milk,67,8710
2020-01-05,SUN,1,shinjuku,mineral_water,70,7000
2020-01-05,SUN,1,shinjuku,orange_juice,36,4320
2020-01-05,SUN,1,shinjuku,soy_milk,22,2640
2020-01-05,SUN,1,shinjuku,sparkling_water,36,4320
2020-01-05,SUN,1,shinjuku,sports_drink,59,7670
2020-01-05,SUN,1,ueno,apple_juice,41,4920
2020-01-05,SUN,1,ueno,beer,21,4200
2020-01-05,SUN,1,ueno,coffee,57,11400
2020-01-05,SUN,1,ueno,fruit_juice,20,3000
2020-01-05,SUN,1,ueno,milk,67,8710
2020-01-05,SUN,1,ueno,mineral_water,50,5000
2020-01-05,SUN,1,ueno,orange_juice,25,3000
2020-01-05,SUN,1,ueno,soy_milk,40,4800
2020-01-05,SUN,1,ueno,sparkling_water,21,2520
2020-01-05,SUN,1,ueno,sports_drink,48,6240
2020-01-05,SUN,1,yokohama,apple_juice,35,4200
2020-01-05,SUN,1,yokohama,beer,12,2400
2020-01-05,SUN,1,yokohama,coffee,43,8600
2020-01-05,SUN,1,yokohama,fruit_juice,17,2550
2020-01-05,SUN,1,yokohama,milk,65,8450
2020-01-05,SUN,1,yokohama,mineral_water,50,5000
2020-01-05,SUN,1,yokohama,orange_juice,22,2640
2020-01-05,SUN,1,yokohama,soy_milk,32,3840
2020-01-05,SUN,1,yokohama,sparkling_water,12,1440
2020-01-05,SUN,1,yokohama,sports_drink,73,9490
2020-01-06,MON,2,chiba,apple_juice,29,3480
2020-01-06,MON,2,chiba,beer,21,4200
2020-01-06,MON,2,chiba,coffee,39,7800
2020-01-06,MON,2,chiba,fruit_juice,13,1950
2020-01-06,MON,2,chiba,milk,49,6370
2020-01-06,MON,2,chiba,mineral_water,62,6200
2020-01-06,MON,2,chiba,orange_juice,11,1320
2020-01-06,MON,2,chiba,soy_milk,39,4680
2020-01-06,MON,2,chiba,sparkling_water,11,1320
